iter	Passed	Remaining
402	11104	44004
403	11139	44005
404	11175	44010
405	11209	44010
406	11223	43927
407	11246	43883
408	11281	43884
409	11323	43912
410	11358	43915
411	11392	43911
412	11428	43915
413	11462	43913
414	11501	43928
415	11553	43991
416	11587	43987
417	11622	43985
418	11657	43986
419	11697	44005
420	11731	44001
421	11761	43979
422	11812	44038
423	11846	44032
424	11869	43988
425	11876	43882
426	11909	43874
427	11942	43864
428	11978	43865
429	12013	43864
430	12055	43886
431	12089	43880
432	12122	43872
433	12157	43866
434	12193	43869
435	12229	43868
436	12256	43839
437	12284	43808
438	12291	43706
439	12314	43660
440	12349	43656
441	12364	43582
442	12390	43547
443	12413	43502
444	12425	43420
445	12459	43411
446	12499	43428
447	12514	43352
448	12550	43353
449	12584	43347
450	12619	43342
451	12643	43302
452	12678	43297
453	12715	43300
454	12752	43301
455	12786	43293
456	12821	43289
457	12855	43282
458	12898	43304
459	12917	43246
460	12951	43235
461	12986	43230
462	12998	43150
463	13034	43149
464	13082	43187
465	13121	43195
466	13163	43210
467	13176	43134
468	13213	43135
469	13228	43061
470	13267	43070
471	13285	43009
472	13297	42929
473	13332	42923
474	13366	42914
475	13390	42873
476	13428	42874
477	13462	42865
478	13480	42805
479	13516	42802
480	13552	42798
481	13590	42802
482	13655	42888
483	13689	42878
484	13719	42856
485	13756	42855
486	13770	42780
487	13802	42764
488	13835	42750
489	13856	42699
490	13890	42689
491	13925	42681
492	13959	42671
493	13982	42627
494	14014	42610
495	14026	42533
496	14034	42441
497	14066	42425
498	14083	42364
499	14119	42357
500	14130	42279
501	14164	42268
502	14199	42260
503	14236	42256
504	14269	42244
505	14318	42275
506	14331	42202
507	14363	42185
508	14398	42177
509	14434	42172
510	14468	42159
511	14502	42148
512	14537	42139
513	14560	42095
514	14604	42111
515	14640	42104
516	14662	42058
517	14669	41968
518	14706	41964
519	14737	41945
520	14760	41901
521	14794	41890
522	14828	41876
523	14864	41869
524	14895	41850
525	14924	41821
526	14975	41857
527	15009	41843
528	15042	41828
529	15075	41813
530	15084	41730
531	15128	41745
532	15146	41687
533	15179	41672
534	15212	41655
535	15245	41640
536	15269	41601
537	15304	41588
538	15337	41573
539	15372	41562
540	15405	41546
541	15422	41488
542	15460	41483
543	15507	41504
544	15542	41492
545	15569	41462
546	15607	41457
547	15642	41448
548	15677	41434
549	15712	41422
550	15735	41381
551	15767	41360
552	15801	41346
553	15815	41279
554	15821	41193
555	15853	41174
556	15860	41088
557	15872	41018
558	15905	41001
559	15938	40985
560	15968	40959
561	16019	40990
562	16054	40976
563	16088	40962
564	16121	40946
565	16145	40906
566	16180	40892
567	16212	40873
568	16231	40822
569	16259	40791
570	16271	40721
571	16306	40709
572	16320	40644
573	16355	40632
574	16388	40616
575	16421	40597
576	16456	40583
577	16490	40569
578	16530	40569
579	16562	40549
580	16599	40542
581	16638	40538
582	16675	40529
583	16713	40523
584	16724	40452
585	16741	40396
586	16762	40350
587	16795	40331
588	16854	40377
589	16892	40369
590	16925	40352
591	16958	40334
592	16996	40328
593	17032	40316
594	17066	40300
595	17112	40312
596	17146	40296
597	17181	40280
598	17214	40262
599	17248	40247
600	17283	40231
601	17316	40212
602	17341	40174
603	17377	40163
604	17409	40142
605	17444	40128
606	17477	40110
607	17498	40061
608	17534	40049
609	17567	40030
610	17601	40013
611	17637	40002
612	17671	39985
613	17685	39923
614	17721	39908
615	17754	39890
616	17787	39870
617	17819	39848
618	17856	39837
619	17890	39819
620	17923	39800
621	17930	39724
622	17948	39671
623	17977	39642
624	18010	39622
625	18021	39555
626	18035	39493
627	18042	39418
628	18067	39379
629	18098	39356
630	18130	39334
631	18165	39319
632	18206	39317
633	18223	39264
634	18256	39245
635	18290	39225
636	18322	39204
637	18356	39187
638	18392	39173
639	18427	39157
640	18460	39138
641	18495	39123
642	18531	39108
643	18610	39186
644	18628	39135
645	18661	39113
646	18694	39094
647	18731	39082
648	18764	39062
649	18799	39045
650	18821	39002
651	18834	38941
652	18867	38919
653	18912	38922
654	18934	38880
655	18967	38861
656	19002	38842
657	19037	38827
658	19074	38815
659	19111	38802
660	19146	38784
661	19178	38763
662	19196	38711
663	19233	38698
664	19256	38657
665	19291	38640
666	19324	38620
667	19358	38600
668	19385	38568
669	19393	38498
670	19405	38435
671	19439	38416
672	19446	38344
673	19479	38323
674	19511	38301
675	19525	38241
676	19559	38224
677	19599	38216
678	19635	38201
679	19643	38131
680	19655	38069
681	19687	38047
682	19722	38030
683	19760	38018
684	19793	37997
685	19825	37975
686	19858	37953
687	19892	37933
688	19928	37918
689	19962	37899
690	19997	37882
691	20025	37851
692	20059	37832
693	20093	37813
694	20129	37796
695	20167	37784
696	20199	37761
697	20234	37744
698	20273	37732
699	20306	37712
700	20339	37690
701	20374	37673
702	20422	37678
703	20473	37689
704	20507	37669
705	20541	37649
706	20575	37630
707	20613	37616
708	20650	37601
709	20685	37583
710	20718	37560
711	20741	37520
712	20775	37499
713	20810	37482
714	20843	37459
715	20902	37485
716	20938	37467
717	20961	37427
718	20997	37410
719	21032	37390
720	21064	37367
721	21101	37350
722	21138	37335
723	21172	37314
724	21192	37269
725	21226	37247
726	21258	37224
727	21292	37203
728	21329	37187
729	21341	37128
730	21374	37105
731	21408	37083
732	21442	37062
733	21477	37044
734	21512	37025
735	21546	37003
736	21582	36986
737	21601	36938
738	21614	36882
739	21627	36825
740	21664	36809
741	21699	36789
742	21733	36768
743	21766	36745
744	21784	36698
745	21820	36679
746	21839	36632
747	21866	36600
748	21898	36575
749	21910	36518
750	21944	36496
751	21982	36481
752	22018	36462
753	22053	36443
754	22086	36421
755	22122	36402
756	22158	36384
757	22192	36363
758	22227	36342
759	22260	36320
760	22295	36299
761	22329	36278
762	22364	36257
763	22398	36235
764	22433	36215
765	22467	36194
766	22502	36174
767	22516	36120
768	22533	36070
769	22566	36048
770	22602	36028
771	22636	36007
772	22675	35992
773	22688	35937
774	22723	35917
775	22757	35895
776	22790	35871
777	22825	35852
778	22860	35831
779	22896	35812
780	22908	35756
781	22941	35732
782	22973	35707
783	23011	35691
784	23050	35676
785	23082	35651
786	23116	35628
787	23150	35607
788	23174	35568
789	23209	35548
790	23242	35524
791	23275	35501
792	23309	35478
793	23328	35432
794	23393	35458
795	23426	35433
796	23461	35412
797	23496	35391
798	23532	35372
799	23567	35351
800	23604	35332
801	23636	35307
802	23671	35286
803	23707	35266
804	23739	35240
805	23773	35217
806	23807	35195
807	23842	35173
808	23877	35151
809	23914	35133
810	23948	35110
811	23982	35087
812	24015	35063
813	24053	35046
814	24085	35020
815	24123	35002
816	24158	34980
817	24192	34957
818	24229	34938
819	24262	34914
820	24296	34891
821	24329	34865
822	24337	34805
823	24373	34785
824	24407	34762
825	24441	34739
826	24475	34715
827	24508	34690
828	24544	34669
829	24603	34682
830	24637	34658
831	24672	34635
832	24706	34612
833	24742	34592
834	24776	34569
835	24793	34521
836	24826	34496
837	24863	34476
838	24900	34457
839	24933	34432
840	24969	34410
841	25003	34386
842	25036	34362
843	25073	34342
844	25109	34321
845	25143	34296
846	25176	34272
847	25213	34252
848	25248	34229
849	25284	34208
850	25318	34184
851	25352	34160
852	25389	34140
853	25425	34118
854	25458	34094
855	25500	34080
856	25540	34064
857	25580	34047
858	25602	34007
859	25635	33982
860	25669	33957
861	25703	33933
862	25738	33910
863	25774	33889
864	25808	33864
865	25842	33840
866	25875	33814
867	25912	33794
868	25948	33771
869	25982	33746
870	26016	33723
871	26051	33699
872	26086	33675
873	26123	33655
874	26156	33630
875	26196	33612
876	26222	33577
877	26246	33539
878	26281	33516
879	26316	33494
880	26351	33470
881	26385	33446
882	26421	33423
883	26458	33402
884	26490	33374
885	26524	33349
886	26558	33324
887	26597	33307
888	26634	33285
889	26667	33260
890	26700	33233
891	26736	33210
892	26772	33188
893	26806	33163
894	26843	33142
895	26877	33117
896	26914	33095
897	26949	33071
898	26983	33046
899	27016	33020
900	27054	33000
901	27090	32977
902	27117	32943
903	27151	32918
904	27183	32890
905	27217	32865
906	27252	32841
907	27301	32834
908	27335	32809
909	27369	32783
910	27404	32758
911	27439	32734
912	27489	32728
913	27523	32702
914	27568	32690
915	27608	32672
916	27644	32648
917	27680	32625
918	27714	32599
919	27743	32568
920	27778	32544
921	27816	32522
922	27850	32497
923	27884	32471
924	27918	32445
925	27952	32420
926	27988	32396
927	28022	32370
928	28057	32346
929	28091	32320
930	28126	32296
931	28163	32272
932	28196	32246
933	28218	32206
934	28250	32178
935	28284	32152
936	28321	32129
937	28355	32104
938	28390	32079
939	28424	32053
940	28459	32028
941	28494	32003
942	28529	31978
943	28564	31953
944	28601	31930
945	28637	31907
946	28675	31885
947	28710	31859
948	28744	31833
949	28777	31807
950	28811	31780
951	28847	31756
952	28881	31730
953	28917	31706
954	28952	31680
955	28988	31656
956	29026	31634
957	29059	31608
958	29093	31581
959	29127	31554
960	29163	31531
961	29197	31504
962	29231	31478
963	29265	31451
964	29299	31424
965	29334	31399
966	29382	31387
967	29415	31360
968	29451	31335
969	29486	31310
970	29522	31286
971	29557	31260
972	29592	31234
973	29625	31207
974	29659	31180
975	29694	31155
976	29728	31128
977	29762	31100
978	29795	31074
979	29829	31047
980	29866	31023
981	29927	31025
982	29963	30999
983	29998	30973
984	30032	30946
985	30067	30920
986	30100	30893
987	30145	30878
988	30180	30851
989	30216	30827
990	30249	30798
991	30282	30770
992	30316	30743
993	30352	30718
994	30385	30690
995	30419	30663
996	30453	30637
997	30487	30609
998	30522	30583
999	30558	30558
1000	30593	30532
1001	30627	30505
1002	30660	30477
1003	30695	30451
1004	30731	30425
1005	30763	30396
1006	30797	30369
1007	30834	30345
1008	30870	30319
1009	30905	30293
1010	30939	30266
1011	30972	30237
1012	31007	30211
1013	31045	30188
1014	31080	30161
1015	31113	30133
1016	31148	30106
1017	31181	30078
1018	31232	30068
1019	31265	30039
1020	31301	30014
1021	31334	29985
1022	31367	29957
1023	31404	29932
1024	31438	29904
1025	31471	29876
1026	31515	29858
1027	31554	29835
1028	31590	29809
1029	31626	29784
1030	31661	29757
1031	31693	29728
1032	31731	29704
1033	31769	29680
1034	31802	29651
1035	31835	29623
1036	31868	29594
1037	31903	29567
1038	31940	29542
1039	31972	29513
1040	32010	29489
1041	32043	29460
1042	32084	29439
1043	32119	29411
1044	32152	29383
1045	32187	29356
1046	32220	29328
1047	32257	29302
1048	32292	29275
1049	32326	29247
1050	32361	29220
1051	32396	29194
1052	32431	29166
1053	32465	29138
1054	32498	29109
1055	32533	29082
1056	32569	29056
1057	32604	29029
1058	32639	29002
1059	32673	28974
1060	32707	28946
1061	32740	28918
1062	32778	28893
1063	32812	28864
1064	32845	28836
1065	32880	28809
1066	32914	28780
1067	32950	28754
1068	32985	28727
1069	33019	28698
1070	33052	28670
1071	33086	28642
1072	33122	28615
1073	33156	28587
1074	33189	28558
1075	33224	28531
1076	33258	28502
1077	33293	28475
1078	33333	28452
1079	33366	28423
1080	33399	28394
1081	33433	28366
1082	33468	28338
1083	33501	28309
1084	33535	28281
1085	33571	28254
1086	33606	28226
1087	33642	28199
1088	33676	28171
1089	33712	28145
1090	33746	28116
1091	33781	28089
1092	33816	28061
1093	33850	28033
1094	33883	28003
1095	33916	27974
1096	33952	27948
1097	33987	27920
1098	34020	27890
1099	34055	27863
1100	34087	27833
1101	34122	27806
1102	34159	27779
1103	34191	27749
1104	34225	27720
1105	34259	27692
1106	34297	27667
1107	34333	27639
1108	34369	27613
1109	34406	27586
1110	34440	27558
1111	34477	27532
1112	34510	27502
1113	34544	27474
1114	34579	27446
1115	34614	27418
1116	34650	27391
1117	34683	27362
1118	34731	27344
1119	34765	27315
1120	34800	27288
1121	34836	27260
1122	34870	27232
1123	34904	27202
1124	34936	27172
1125	34972	27145
1126	35021	27128
1127	35055	27099
1128	35090	27071
1129	35127	27045
1130	35164	27018
1131	35200	26991
1132	35234	26961
1133	35267	26932
1134	35301	26903
1135	35338	26877
1136	35372	26848
1137	35405	26818
1138	35437	26788
1139	35470	26758
1140	35508	26732
1141	35543	26704
1142	35575	26673
1143	35611	26646
1144	35644	26616
1145	35681	26589
1146	35715	26560
1147	35749	26531
1148	35782	26501
1149	35821	26476
1150	35856	26448
1151	35889	26418
1152	35924	26390
1153	35958	26361
1154	35993	26332
1155	36031	26307
1156	36065	26277
1157	36098	26248
1158	36136	26221
1159	36171	26193
1160	36206	26165
1161	36241	26136
1162	36275	26107
1163	36307	26076
1164	36343	26048
1165	36379	26021
1166	36413	25991
1167	36447	25962
1168	36479	25932
1169	36515	25904
1170	36552	25876
1171	36585	25847
1172	36618	25817
1173	36654	25789
1174	36687	25759
1175	36722	25731
1176	36756	25701
1177	36791	25672
1178	36829	25646
1179	36865	25618
1180	36901	25590
1181	36935	25560
1182	36970	25532
1183	37004	25502
1184	37039	25474
1185	37072	25444
1186	37106	25415
1187	37148	25391
1188	37182	25361
1189	37217	25333
1190	37252	25303
1191	37284	25273
1192	37319	25244
1193	37353	25215
1194	37390	25187
1195	37423	25157
1196	37461	25130
1197	37494	25100
1198	37529	25071
1199	37567	25045
1200	37601	25015
1201	37633	24984
1202	37669	24956
1203	37702	24926
1204	37738	24898
1205	37772	24868
1206	37806	24839
1207	37839	24808
1208	37874	24779
1209	37908	24750
1210	37953	24727
1211	37988	24698
1212	38023	24670
1213	38059	24641
1214	38095	24613
1215	38129	24583
1216	38161	24552
1217	38192	24521
1218	38228	24492
1219	38263	24463
1220	38296	24433
1221	38327	24401
1222	38360	24371
1223	38397	24343
1224	38435	24316
1225	38468	24285
1226	38499	24254
1227	38533	24224
1228	38571	24197
1229	38608	24169
1230	38641	24139
1231	38674	24108
1232	38707	24078
1233	38750	24054
1234	38786	24025
1235	38822	23997
1236	38876	23979
1237	38910	23949
1238	38946	23921
1239	38979	23890
1240	39012	23860
1241	39045	23829
1242	39078	23799
1243	39115	23771
1244	39149	23741
1245	39182	23710
1246	39214	23679
1247	39250	23651
1248	39286	23621
1249	39320	23592
1250	39354	23562
1251	39387	23532
1252	39421	23501
1253	39456	23472
1254	39492	23443
1255	39526	23413
1256	39561	23384
1257	39594	23353
1258	39630	23325
1259	39664	23294
1260	39699	23265
1261	39733	23235
1262	39766	23205
1263	39800	23174
1264	39834	23144
1265	39867	23114
1266	39901	23084
1267	39937	23055
1268	39971	23025
1269	40005	22995
1270	40038	22964
1271	40072	22934
1272	40109	22906
1273	40144	22876
1274	40177	22846
1275	40210	22815
1276	40244	22785
1277	40278	22755
1278	40329	22734
1279	40361	22703
1280	40397	22674
1281	40431	22644
1282	40469	22616
1283	40503	22585
1284	40537	22555
1285	40570	22525
1286	40604	22495
1287	40645	22468
1288	40681	22439
1289	40716	22409
1290	40749	22378
1291	40785	22349
1292	40822	22321
1293	40855	22290
1294	40888	22259
1295	40923	22230
1296	40957	22200
1297	40992	22170
1298	41029	22141
1299	41063	22111
1300	41098	22081
1301	41132	22050
1302	41167	22021
1303	41200	21990
1304	41234	21960
1305	41268	21929
1306	41301	21899
1307	41336	21869
1308	41370	21838
1309	41405	21808
1310	41440	21778
1311	41476	21749
1312	41510	21719
1313	41556	21695
1314	41612	21676
1315	41648	21647
1316	41683	21617
1317	41718	21587
1318	41751	21556
1319	41784	21525
1320	41819	21495
1321	41855	21465
1322	41888	21434
1323	41921	21404
1324	41954	21372
1325	41989	21343
1326	42027	21314
1327	42062	21284
1328	42095	21253
1329	42128	21222
1330	42164	21192
1331	42198	21162
1332	42240	21136
1333	42275	21105
1334	42308	21075
1335	42345	21046
1336	42380	21015
1337	42414	20985
1338	42446	20953
1339	42482	20924
1340	42516	20893
1341	42555	20865
1342	42588	20834
1343	42622	20803
1344	42656	20773
1345	42690	20742
1346	42724	20712
1347	42764	20684
1348	42800	20654
1349	42881	20646
1350	42916	20616
1351	42950	20585
1352	42984	20555
1353	43019	20524
1354	43054	20494
1355	43088	20463
1356	43120	20432
1357	43153	20401
1358	43187	20370
1359	43226	20341
1360	43260	20310
1361	43294	20280
1362	43327	20249
1363	43361	20218
1364	43396	20188
1365	43430	20157
1366	43476	20132
1367	43510	20101
1368	43546	20071
1369	43581	20041
1370	43613	20009
1371	43647	19978
1372	43681	19947
1373	43715	19916
1374	43750	19886
1375	43784	19855
1376	43817	19824
1377	43849	19792
1378	43886	19763
1379	43920	19732
1380	43952	19700
1381	43987	19670
1382	44024	19640
1383	44059	19610
1384	44094	19579
1385	44128	19549
1386	44162	19518
1387	44197	19487
1388	44233	19457
1389	44266	19426
1390	44297	19394
1391	44332	19363
1392	44365	19332
1393	44400	19301
1394	44435	19271
1395	44469	19240
1396	44502	19209
1397	44540	19179
1398	44574	19149
1399	44608	19117
1400	44641	19086
1401	44675	19055
1402	44709	19024
1403	44743	18993
1404	44779	18963
1405	44814	18932
1406	44847	18901
1407	44883	18871
1408	44919	18841
1409	44952	18810
1410	44990	18780
1411	45021	18748
1412	45057	18717
1413	45121	18699
1414	45153	18667
1415	45189	18637
1416	45222	18605
1417	45259	18576
1418	45294	18545
1419	45325	18513
1420	45359	18482
1421	45392	18450
1422	45428	18420
1423	45463	18389
1424	45499	18359
1425	45535	18329
1426	45570	18298
1427	45607	18268
1428	45641	18237
1429	45675	18206
1430	45713	18176
1431	45748	18146
1432	45782	18115
1433	45817	18084
1434	45850	18052
1435	45885	18022
1436	45921	17991
1437	45957	17961
1438	45990	17929
1439	46024	17898
1440	46056	17866
1441	46089	17835
1442	46124	17804
1443	46159	17773
1444	46191	17741
1445	46224	17709
1446	46258	17678
1447	46307	17653
1448	46344	17623
1449	46378	17591
1450	46412	17560
1451	46446	17529
1452	46492	17502
1453	46527	17471
1454	46561	17440
1455	46595	17409
1456	46630	17378
1457	46665	17347
1458	46698	17316
1459	46733	17284
1460	46767	17253
1461	46802	17222
1462	46837	17191
1463	46872	17160
1464	46904	17128
1465	46938	17097
1466	46974	17067
1467	47016	17038
1468	47050	17007
1469	47087	16977
1470	47124	16946
1471	47158	16915
1472	47192	16884
1473	47225	16852
1474	47257	16820
1475	47293	16789
1476	47328	16758
1477	47361	16727
1478	47395	16695
1479	47428	16664
1480	47464	16633
1481	47500	16602
1482	47533	16571
1483	47565	16539
1484	47616	16513
1485	47652	16482
1486	47687	16451
1487	47722	16420
1488	47755	16388
1489	47789	16357
1490	47825	16326
1491	47860	16295
1492	47893	16263
1493	47928	16232
1494	47961	16201
1495	47999	16170
1496	48036	16140
1497	48068	16108
1498	48102	16076
1499	48136	16045
1500	48172	16014
1501	48205	15983
1502	48239	15951
1503	48273	15920
1504	48307	15888
1505	48379	15869
1506	48412	15837
1507	48462	15811
1508	48496	15779
1509	48535	15749
1510	48568	15717
1511	48602	15686
1512	48638	15655
1513	48672	15624
1514	48707	15592
1515	48739	15560
1516	48781	15531
1517	48813	15499
1518	48850	15468
1519	48884	15437
1520	48918	15405
1521	48950	15373
1522	48987	15342
1523	49022	15311
1524	49057	15280
1525	49092	15248
1526	49124	15216
1527	49161	15185
1528	49196	15154
1529	49231	15123
1530	49263	15091
1531	49298	15059
1532	49337	15029
1533	49388	15003
1534	49421	14971
1535	49455	14939
1536	49495	14909
1537	49530	14878
1538	49566	14847
1539	49600	14815
1540	49634	14784
1541	49667	14751
1542	49701	14720
1543	49737	14689
1544	49771	14657
1545	49803	14625
1546	49836	14593
1547	49870	14561
1548	49905	14530
1549	49938	14498
1550	49975	14467
1551	50008	14435
1552	50057	14408
1553	50091	14376
1554	50124	14344
1555	50171	14316
1556	50207	14285
1557	50243	14253
1558	50275	14221
1559	50308	14189
1560	50341	14157
1561	50376	14125
1562	50412	14094
1563	50446	14063
1564	50480	14031
1565	50514	13999
1566	50549	13968
1567	50586	13937
1568	50619	13905
1569	50654	13873
1570	50688	13841
1571	50724	13810
1572	50762	13779
1573	50794	13747
1574	50827	13715
1575	50861	13683
1576	50898	13652
1577	50934	13621
1578	50968	13589
1579	51002	13557
1580	51035	13525
1581	51069	13493
1582	51106	13462
1583	51138	13430
1584	51172	13398
1585	51206	13366
1586	51241	13335
1587	51276	13303
1588	51310	13271
1589	51343	13239
1590	51378	13207
1591	51413	13176
1592	51447	13144
1593	51480	13112
1594	51514	13080
1595	51548	13048
1596	51585	13017
1597	51622	12986
1598	51654	12953
1599	51686	12921
1600	51721	12889
1601	51756	12858
1602	51791	12826
1603	51826	12794
1604	51861	12763
1605	51894	12731
1606	51932	12700
1607	51967	12668
1608	52004	12637
1609	52038	12605
1610	52074	12574
1611	52110	12542
1612	52144	12510
1613	52177	12478
1614	52210	12446
1615	52245	12414
1616	52282	12383
1617	52315	12351
1618	52349	12319
1619	52382	12287
1620	52417	12255
1621	52453	12224
1622	52493	12193
1623	52528	12161
1624	52561	12129
1625	52596	12097
1626	52633	12066
1627	52667	12034
1628	52702	12002
1629	52736	11970
1630	52770	11938
1631	52807	11907
1632	52841	11875
1633	52874	11843
1634	52913	11812
1635	52950	11781
1636	52989	11750
1637	53024	11718
1638	53058	11686
1639	53090	11654
1640	53126	11622
1641	53166	11591
1642	53204	11560
1643	53238	11528
1644	53286	11499
1645	53323	11468
1646	53356	11435
1647	53390	11403
1648	53425	11371
1649	53459	11339
1650	53494	11308
1651	53531	11276
1652	53564	11244
1653	53613	11215
1654	53649	11183
1655	53684	11151
1656	53717	11119
1657	53751	11087
1658	53784	11055
1659	53823	11024
1660	53883	10997
1661	53919	10965
1662	53954	10933
1663	53990	10901
1664	54025	10869
1665	54058	10837
