iter	Logloss
601	0.5568258682
602	0.5568246686
603	0.5567970863
604	0.5567262116
605	0.5567199884
606	0.5566372485
607	0.5566368536
608	0.5566228296
609	0.556592276
610	0.5564534639
611	0.5563728787
612	0.5563652043
613	0.5563642793
614	0.556261199
615	0.5561845115
616	0.556090856
617	0.5560472045
618	0.5559503049
619	0.5559228507
620	0.555903465
621	0.5559034604
622	0.5558765371
623	0.5558677048
624	0.5558488447
625	0.5558476986
626	0.5558450748
627	0.555845073
628	0.5558383035
629	0.5558161808
630	0.5557873456
631	0.5557418663
632	0.5557234019
633	0.5556848755
634	0.5556694839
635	0.5556448784
636	0.5554649299
637	0.5554356919
638	0.5553544765
639	0.5553346931
640	0.555252992
641	0.5552324794
642	0.555221634
643	0.555170994
644	0.5551701213
645	0.5550530248
646	0.5549497824
647	0.5549375169
648	0.5549291853
649	0.5548803257
650	0.5548784507
651	0.554877731
652	0.5548139191
653	0.5547980897
654	0.5547967841
655	0.5547705235
656	0.5547400551
657	0.5547255004
658	0.5547185843
659	0.5545944669
660	0.5545153911
661	0.5544835231
662	0.5544726874
663	0.5544572591
664	0.5544558725
665	0.5543911878
666	0.5542847869
667	0.554264711
668	0.5542572569
669	0.5542572518
670	0.5542527691
671	0.5542056422
672	0.5542056419
673	0.5541757634
674	0.5541483079
675	0.554148302
676	0.5540722578
677	0.5540291124
678	0.5539286841
679	0.5539286752
680	0.5539285586
681	0.5538719448
682	0.5538594862
683	0.5538132426
684	0.553783964
685	0.5537594645
686	0.5537130855
687	0.5536937344
688	0.5536646053
689	0.5535983241
690	0.5535476387
691	0.5535411466
692	0.5535103528
693	0.553438107
694	0.5533614963
695	0.5532637435
696	0.5531761463
697	0.5531529213
698	0.5531341571
699	0.5531224459
700	0.5529947651
701	0.5529575683
702	0.5529150888
703	0.552888079
704	0.5528644715
705	0.5528107469
706	0.5527172071
707	0.552611052
708	0.5525211682
709	0.5524615198
710	0.5524527825
711	0.5524504517
712	0.5523667192
713	0.5523490799
714	0.5522921572
715	0.5522231079
716	0.5521395561
717	0.5521147178
718	0.5520301733
719	0.552016681
720	0.5519616758
721	0.551804115
722	0.5517495925
723	0.5517206564
724	0.5517149591
725	0.5516409837
726	0.5515457793
727	0.5514665885
728	0.5514269775
729	0.5514269432
730	0.5513870933
731	0.5513596964
732	0.5512815426
733	0.551262973
734	0.5511842898
735	0.5511128352
736	0.551038602
737	0.5510254508
738	0.5510240891
739	0.551021897
740	0.5509431117
741	0.5509038802
742	0.5508197077
743	0.550741494
744	0.5507360547
745	0.5507016132
746	0.5506976604
747	0.550697127
748	0.5506516112
749	0.5506491777
750	0.550507516
751	0.5504236979
752	0.5503877343
753	0.5503367893
754	0.5503052811
755	0.5501846265
756	0.5501413128
757	0.5500854149
758	0.5499996783
759	0.5499847214
760	0.5498806613
761	0.5498610855
762	0.5498159524
763	0.549731187
764	0.5496796614
765	0.5496497346
766	0.5496342638
767	0.5496287219
768	0.5496286656
769	0.5493623228
770	0.5493142532
771	0.5491529612
772	0.5491385186
773	0.5491382534
774	0.5491064942
775	0.5490504929
776	0.549010377
777	0.5489909382
778	0.5489109637
779	0.5488298944
780	0.5488298615
781	0.5488233059
782	0.548748851
783	0.5486901945
784	0.5486451464
785	0.5485851754
786	0.5485614315
787	0.5485262257
788	0.5485102393
789	0.5483909166
790	0.5483612002
791	0.5483358066
792	0.5482690706
793	0.5482483699
794	0.5482124596
795	0.548171619
796	0.548034864
797	0.5479414724
798	0.547888214
799	0.5477925326
800	0.5476985278
801	0.5476074402
802	0.5475140514
803	0.547494935
804	0.5473899026
805	0.5473491406
806	0.5472537308
807	0.5472139836
808	0.5471390677
809	0.5470697945
810	0.5469518187
811	0.5469399631
812	0.5468927835
813	0.5468584987
814	0.546792014
815	0.5467257456
816	0.5465988006
817	0.5464758817
818	0.546444709
819	0.5463772427
820	0.5463331264
821	0.5462859895
822	0.5462859529
823	0.5462737545
824	0.5462259945
825	0.5461962947
826	0.5461351681
827	0.5459620393
828	0.5458604679
829	0.5458043453
830	0.5457986945
831	0.5457373539
832	0.5456897423
833	0.5456084305
834	0.5455079625
835	0.5455068272
836	0.5455017316
837	0.5454514391
838	0.5453656179
839	0.5453543975
840	0.5453030299
841	0.54524211
842	0.5451853244
843	0.5451452476
844	0.5451141478
845	0.5450668607
846	0.5449996736
847	0.5448795683
848	0.5448402228
849	0.5447861996
850	0.5446020823
851	0.5445373369
852	0.5444786135
853	0.5444325795
854	0.5444260321
855	0.5443410223
856	0.5442963445
857	0.5442195368
858	0.5442058731
859	0.5441948298
860	0.5441686275
861	0.5441226729
862	0.5440422692
863	0.5440008904
864	0.54390958
865	0.543851536
866	0.5437802494
867	0.543727677
868	0.543680544
869	0.5436509525
870	0.5436058086
871	0.5435139609
872	0.5435036671
873	0.5434220911
874	0.5434058781
875	0.543358661
876	0.5433582206
877	0.5433349497
878	0.5433261587
879	0.5432657153
880	0.5431965864
881	0.5431445461
882	0.5431319952
883	0.5430402544
884	0.5429863028
885	0.5429712595
886	0.5428619346
887	0.5427772637
888	0.542650902
889	0.5426227033
890	0.5425874817
891	0.5425363933
892	0.5425098906
893	0.5424972532
894	0.5424374298
895	0.5424000285
896	0.5423295922
897	0.5423058665
898	0.5422521813
899	0.5421607351
900	0.5421405946
901	0.5421139436
902	0.5420845591
903	0.5420407475
904	0.5420019731
905	0.5418750452
906	0.5418567487
907	0.541845466
908	0.541749227
909	0.5416904429
910	0.5415914306
911	0.5415597472
912	0.5415337571
913	0.5414346525
914	0.5412995098
915	0.5412953502
916	0.5412487188
917	0.5411236591
918	0.5410970149
919	0.5410623389
920	0.5410143558
921	0.5409764546
922	0.5408864973
923	0.5408263735
924	0.5407477466
925	0.5407227576
926	0.540639521
927	0.5405528541
928	0.5405387597
929	0.5404496961
930	0.5403921176
931	0.5403457496
932	0.5403367087
933	0.5403363175
934	0.5402277834
935	0.5401655016
936	0.5400374784
937	0.5399228586
938	0.5398076077
939	0.5397552127
940	0.5397289872
941	0.5396951773
942	0.5396543838
943	0.5395922308
944	0.5395553777
945	0.5394743823
946	0.5394390422
947	0.5393653541
948	0.5392965718
949	0.5392664566
950	0.5392060797
951	0.5391291508
952	0.5390725745
953	0.538961153
954	0.5388810041
955	0.5388386353
956	0.5388024028
957	0.5387431989
958	0.5386285185
959	0.5386240152
960	0.5385383225
961	0.5384953738
962	0.5383991746
963	0.5383228327
964	0.5382416019
965	0.5381601797
966	0.5381132064
967	0.5379472189
968	0.5378984433
969	0.5378222854
970	0.5377559341
971	0.5377091897
972	0.5376414083
973	0.5375856899
974	0.5375565333
975	0.5374593015
976	0.5374243631
977	0.5373819573
978	0.5373517032
979	0.5373242994
980	0.5372988745
981	0.537245443
982	0.53714144
983	0.5370303723
984	0.5369738325
985	0.5369124096
986	0.5368964126
987	0.5368107203
988	0.5367905013
989	0.5367258795
990	0.5366931652
991	0.5365826889
992	0.5364530108
993	0.5364118081
994	0.5364112402
995	0.5362941516
996	0.5362247419
997	0.5361905722
998	0.5360937408
999	0.5359961485
1000	0.535961418
1001	0.5358959967
1002	0.5358625313
1003	0.5357185653
1004	0.5356161206
1005	0.5355525437
1006	0.5355043163
1007	0.5354298177
1008	0.5353102464
1009	0.535147637
1010	0.5350703916
1011	0.5350228418
1012	0.5349776631
1013	0.5348795838
1014	0.5348140611
1015	0.5347266766
1016	0.5346773489
1017	0.534596766
1018	0.5345171232
1019	0.5344864143
1020	0.5344582089
1021	0.5344211913
1022	0.5342851456
1023	0.5342258703
1024	0.5342018459
1025	0.5341248839
1026	0.534072603
1027	0.5340143089
1028	0.5339610684
1029	0.5339356189
1030	0.5339164206
1031	0.5338455849
1032	0.5337643062
1033	0.5336697622
1034	0.5335461946
1035	0.5334234414
1036	0.5333909976
1037	0.5332764461
1038	0.5331266957
1039	0.5330478866
1040	0.5330006793
1041	0.5329552598
1042	0.5329188732
1043	0.5328756712
1044	0.5327514035
1045	0.5326997605
1046	0.532655419
1047	0.5326012722
1048	0.532576479
1049	0.5325690073
1050	0.5325482733
1051	0.5324879248
1052	0.5324146369
1053	0.5323991121
1054	0.5323448182
1055	0.5322765056
1056	0.5322645107
1057	0.5321663664
1058	0.5320810647
1059	0.5319836204
1060	0.5319622902
1061	0.5319107768
1062	0.5318639054
1063	0.531735892
1064	0.5317093543
1065	0.5316260843
1066	0.5315248333
1067	0.5313702357
1068	0.5312961713
1069	0.5312590588
1070	0.5312028819
1071	0.5311724391
1072	0.5310871391
1073	0.5310680913
1074	0.5310405176
1075	0.5309696228
1076	0.530952494
1077	0.5309170412
1078	0.5308383345
1079	0.5307438223
1080	0.5307153961
1081	0.530644432
1082	0.5306332223
1083	0.5305575132
1084	0.5305029718
1085	0.530451123
1086	0.5304180973
1087	0.5303644774
1088	0.5303337216
1089	0.5302797733
1090	0.5302429826
1091	0.5301484521
1092	0.5301050652
1093	0.5300527053
1094	0.529952887
1095	0.5298791721
1096	0.5298520178
1097	0.529747848
1098	0.5296729372
1099	0.5296062831
1100	0.5295007306
1101	0.5294651372
1102	0.5293497741
1103	0.529272605
1104	0.5292044744
1105	0.5291490726
1106	0.5290706489
1107	0.5289966292
1108	0.5289215577
1109	0.5288134052
1110	0.5287337309
1111	0.5287281591
1112	0.528704452
1113	0.528655421
1114	0.528614619
1115	0.5285479019
1116	0.5285004245
1117	0.5283765976
1118	0.5283597903
1119	0.5282536218
1120	0.5282231005
1121	0.528121279
1122	0.5280812071
1123	0.5280373796
1124	0.527918696
1125	0.5277243586
1126	0.5276959179
1127	0.5276137694
1128	0.527571513
1129	0.5275117971
1130	0.5274603755
1131	0.5274055133
1132	0.5273077159
1133	0.5272568289
1134	0.527245985
1135	0.5271618157
1136	0.5270965928
1137	0.5270408391
1138	0.5270191274
1139	0.5269240911
1140	0.5269087935
1141	0.5267842929
1142	0.5267695784
1143	0.5266908343
1144	0.5266401726
1145	0.5265859984
1146	0.5264708215
1147	0.5264106742
1148	0.5263284774
1149	0.5262831478
1150	0.5261736048
1151	0.5261497652
1152	0.5261372372
1153	0.5260921433
1154	0.5260731188
1155	0.5259814271
1156	0.5259426635
1157	0.5258639976
1158	0.5257929142
1159	0.5256902237
1160	0.5255853374
1161	0.5255417756
1162	0.5254805186
1163	0.5253794643
1164	0.5253211461
1165	0.525233127
1166	0.5251932095
1167	0.5251309466
1168	0.5250158856
1169	0.5249612753
1170	0.5248784325
1171	0.5248036368
1172	0.5247196609
1173	0.5246742963
1174	0.5245960351
1175	0.5245504238
1176	0.524461526
1177	0.5243890645
1178	0.5243629008
1179	0.5242972622
1180	0.5242327042
1181	0.524222175
1182	0.5240820221
1183	0.5240234346
1184	0.523994646
1185	0.5239430632
1186	0.5238797348
1187	0.5238671747
1188	0.5237401409
1189	0.5237042915
1190	0.5236463927
1191	0.5235890247
1192	0.5235395073
1193	0.523520955
1194	0.5234896578
1195	0.5234255818
1196	0.5232840838
1197	0.5232200863
1198	0.5231501321
1199	0.5230778243
1200	0.5230595243
1201	0.5230300461
1202	0.5229882534
1203	0.5229168552
1204	0.5228630409
1205	0.5228082246
1206	0.5227635927
1207	0.5226493261
1208	0.5225988922
1209	0.5224846426
1210	0.5224480339
1211	0.5223724036
1212	0.5223042073
1213	0.5222455828
1214	0.522129483
1215	0.5220980388
1216	0.5220774957
1217	0.5219935287
1218	0.521958946
1219	0.5218281771
1220	0.5217364066
1221	0.5215906914
1222	0.5215280186
1223	0.5214968311
1224	0.5214221075
1225	0.5213690684
1226	0.5212212991
1227	0.5211738266
1228	0.5211273369
1229	0.5210730543
1230	0.5210343131
1231	0.5209898685
1232	0.5209712982
1233	0.5208870653
1234	0.5208189291
1235	0.5207971041
1236	0.5207304125
1237	0.5206379293
1238	0.5206091052
1239	0.5205675347
1240	0.5204707311
1241	0.5203933812
1242	0.5203215921
1243	0.5202773626
1244	0.5201890294
1245	0.5201603145
1246	0.5200494136
1247	0.5200079063
1248	0.5199320579
1249	0.5198892464
1250	0.5198334641
1251	0.5197306598
1252	0.519636056
1253	0.5195912848
1254	0.5195618713
1255	0.5195327303
1256	0.5194924827
1257	0.5194891923
1258	0.5194527973
1259	0.5193795271
1260	0.519332321
1261	0.5192969652
1262	0.5192108456
1263	0.519138343
1264	0.5191051566
1265	0.5190236264
1266	0.5189966159
1267	0.5189456308
1268	0.5189227883
1269	0.5188470515
1270	0.5187956598
1271	0.5187821149
1272	0.5187485794
1273	0.51866629
1274	0.518574079
1275	0.5185299302
1276	0.5185126672
1277	0.518456486
1278	0.5184292711
1279	0.5183209643
1280	0.5183032812
1281	0.5182932319
1282	0.5182513676
1283	0.5181849588
1284	0.5181081603
1285	0.5180622035
1286	0.5179875971
1287	0.5179264466
1288	0.517862631
1289	0.5178128143
1290	0.5177415415
1291	0.5176909463
1292	0.5176191611
1293	0.5175340167
1294	0.5174602207
1295	0.5173985275
1296	0.5173201489
1297	0.5172423752
1298	0.5172067766
1299	0.5171441782
1300	0.5171222185
1301	0.5170965058
1302	0.5170197111
1303	0.5169860466
1304	0.5169042142
1305	0.5168522372
1306	0.516830087
1307	0.5167504646
1308	0.5167035705
1309	0.5166680483
1310	0.5165825879
1311	0.5165311882
1312	0.5164625602
1313	0.5163485986
1314	0.5162061872
1315	0.516126827
1316	0.5160461131
1317	0.5159587562
1318	0.5158061699
1319	0.5157046984
1320	0.5156609708
1321	0.5156477743
1322	0.5156284493
1323	0.5155949127
1324	0.5155377412
1325	0.5155114878
1326	0.5154479062
1327	0.515431097
1328	0.515409978
1329	0.5154050718
1330	0.5153496473
1331	0.5153488946
1332	0.5153161058
1333	0.5152286931
1334	0.5151486304
1335	0.5150843258
1336	0.5150092314
1337	0.5149825837
1338	0.5148898896
1339	0.5148596454
1340	0.5148131422
1341	0.5147809055
1342	0.5147485547
1343	0.5146893627
1344	0.5146311395
1345	0.514599622
1346	0.5145806397
1347	0.5145325698
1348	0.5144960142
1349	0.5144308242
1350	0.5143671872
1351	0.5143098085
1352	0.5142781032
1353	0.5142137612
1354	0.5141355019
1355	0.5141002804
1356	0.5140608941
1357	0.5140190606
1358	0.5139783048
1359	0.5139318766
1360	0.5138369572
1361	0.5137427894
1362	0.5136882744
1363	0.5136336364
1364	0.513569166
1365	0.5134432518
1366	0.51334722
1367	0.5133251933
1368	0.5132012401
1369	0.5131793674
1370	0.5131586641
1371	0.5130456929
1372	0.5130219431
1373	0.5129619799
1374	0.5128885439
1375	0.5128215927
1376	0.5128048595
1377	0.5127378075
1378	0.5126297863
1379	0.5125681619
1380	0.5125006541
1381	0.5124360323
1382	0.5123743682
1383	0.5123506461
1384	0.5123418038
1385	0.5121721226
1386	0.5120921879
1387	0.5119904278
1388	0.5119534312
1389	0.5119262498
1390	0.5118727996
1391	0.5118519396
1392	0.5117381369
1393	0.5116216825
1394	0.5116065987
1395	0.5115621551
1396	0.511476946
1397	0.5114084785
1398	0.5113292819
1399	0.5111869942
1400	0.5111297688
1401	0.5110976968
1402	0.5109902047
1403	0.5109274334
1404	0.5108827068
1405	0.5108450535
1406	0.5108355889
1407	0.5107854031
1408	0.5107240518
1409	0.5106961054
1410	0.5106744435
1411	0.5105835506
1412	0.5104561824
1413	0.5103666297
1414	0.5103262497
1415	0.510263631
1416	0.5102251925
1417	0.5101552081
1418	0.5101277923
1419	0.5100893524
1420	0.5100669483
1421	0.5099988772
1422	0.509900417
1423	0.5098443364
1424	0.5097762963
1425	0.5097373706
1426	0.5097066399
1427	0.5096547984
1428	0.5095782052
1429	0.5095101598
1430	0.5094412103
1431	0.5093582776
1432	0.5092916371
1433	0.5092128593
1434	0.5091560056
1435	0.5090746171
1436	0.5090127
1437	0.5089418644
1438	0.5088213613
1439	0.5087532005
1440	0.5087154329
1441	0.5085913036
1442	0.5085507363
1443	0.5084955192
1444	0.5084292709
1445	0.5084003608
1446	0.5083817825
1447	0.5082179599
1448	0.5081479387
1449	0.5081122007
1450	0.5080402419
1451	0.5079856115
1452	0.5079216174
1453	0.507891452
1454	0.5078295536
1455	0.5077496959
1456	0.5077047926
1457	0.5076527602
1458	0.5075860282
1459	0.5075038449
1460	0.5074055895
1461	0.5073474591
1462	0.5073272692
1463	0.5072491452
1464	0.5072351821
1465	0.5071569414
1466	0.5071478225
1467	0.5071446648
1468	0.5070557378
1469	0.5070347387
1470	0.5069241617
1471	0.5068665137
1472	0.5068273113
1473	0.5067968002
1474	0.5067081468
1475	0.5066646769
1476	0.5066027449
1477	0.5065724814
1478	0.506494368
1479	0.5064635957
1480	0.5064083597
1481	0.5063278697
1482	0.5062454533
1483	0.5061640571
1484	0.5060606708
1485	0.5059877318
1486	0.5059826054
1487	0.5059474249
1488	0.5059209271
1489	0.5058979211
1490	0.505813696
1491	0.5057326272
1492	0.5057108909
1493	0.5056553294
1494	0.5055237728
1495	0.505464185
1496	0.5053834407
1497	0.5053160439
1498	0.5052806425
1499	0.5052037891
1500	0.5051668499
1501	0.5051520075
1502	0.505103171
1503	0.5050305735
1504	0.50500318
1505	0.5049243616
1506	0.5048487125
1507	0.504776467
1508	0.5047330868
1509	0.5046785873
1510	0.504596891
1511	0.50454203
1512	0.5044979
1513	0.504444997
1514	0.5044211645
