iter	Logloss
1515	0.5044137862
1516	0.5043616461
1517	0.5043327455
1518	0.5043233122
1519	0.504284255
1520	0.5041807502
1521	0.5040760895
1522	0.504038026
1523	0.5039635628
1524	0.503924725
1525	0.503897403
1526	0.5038618519
1527	0.5038494
1528	0.5038228887
1529	0.5036852241
1530	0.5036405559
1531	0.5035540266
1532	0.5034575472
1533	0.5033244343
1534	0.5033201495
1535	0.5032969515
1536	0.5032294123
1537	0.5031738467
1538	0.5031062284
1539	0.5030378201
1540	0.5029991716
1541	0.5029877813
1542	0.5029514655
1543	0.5029260976
1544	0.5028778295
1545	0.5028411539
1546	0.502748192
1547	0.5026456572
1548	0.5024930866
1549	0.502491724
1550	0.502473383
1551	0.5024707158
1552	0.502428443
1553	0.502401735
1554	0.5023792578
1555	0.502219673
1556	0.5021749856
1557	0.5020804366
1558	0.5020072644
1559	0.5019512249
1560	0.5019074678
1561	0.5018192456
1562	0.5017761647
1563	0.5017090696
1564	0.5016409789
1565	0.5015467975
1566	0.5015141229
1567	0.5014828833
1568	0.501449909
1569	0.501322505
1570	0.501251547
1571	0.501212887
1572	0.5011436776
1573	0.5011354244
1574	0.5010636132
1575	0.5010015578
1576	0.5009756522
1577	0.5008709771
1578	0.5008533744
1579	0.5008018061
1580	0.50071789
1581	0.5006795302
1582	0.5006604438
1583	0.5006153663
1584	0.5005708972
1585	0.5005219401
1586	0.50041661
1587	0.500319894
1588	0.500274656
1589	0.500240225
1590	0.500186594
1591	0.5000934185
1592	0.5000502262
1593	0.5000401246
1594	0.4999590695
1595	0.4999386524
1596	0.4999134615
1597	0.4998527923
1598	0.4997812912
1599	0.4997334146
1600	0.4996973058
1601	0.4996615051
1602	0.4996329969
1603	0.4996115666
1604	0.4995732803
1605	0.4995692383
1606	0.4995512849
1607	0.4994923104
1608	0.4994252865
1609	0.4993645238
1610	0.4992919957
1611	0.4992585174
1612	0.4992068495
1613	0.4991382651
1614	0.4990409747
1615	0.4989605725
1616	0.4989346593
1617	0.4988674565
1618	0.4988658391
1619	0.4988146586
1620	0.4987491235
1621	0.4987383448
1622	0.4986564063
1623	0.4986401513
1624	0.4985134521
1625	0.498485455
1626	0.4984470279
1627	0.4984023217
1628	0.4983228414
1629	0.4982776025
1630	0.4981793792
1631	0.4981196422
1632	0.4980671717
1633	0.4979953509
1634	0.497952076
1635	0.4979090943
1636	0.497903808
1637	0.4978768024
1638	0.4978502164
1639	0.4977212277
1640	0.4976541226
1641	0.4975565401
1642	0.4974976507
1643	0.4974317617
1644	0.4974085694
1645	0.4973894672
1646	0.4973143931
1647	0.4973018983
1648	0.4972682445
1649	0.4972093271
1650	0.4971063556
1651	0.4970262886
1652	0.4969043132
1653	0.4968843992
1654	0.4967836974
1655	0.4967676922
1656	0.496729554
1657	0.4966816391
1658	0.4966376756
1659	0.4965609772
1660	0.4965076781
1661	0.4964719605
1662	0.4963971217
1663	0.4963863058
1664	0.4963689747
1665	0.4963575165
1666	0.4963304736
1667	0.4963113157
1668	0.4962642841
1669	0.4962116229
1670	0.4961641445
1671	0.4961375834
1672	0.4960897913
1673	0.496057484
1674	0.4959301239
1675	0.4958954183
1676	0.4957806284
1677	0.4956876483
1678	0.4956500668
1679	0.4956239234
1680	0.4955538189
1681	0.4955101515
1682	0.4954867259
1683	0.4954600633
1684	0.4953723105
1685	0.4953263014
1686	0.4951998051
1687	0.4951103379
1688	0.4950453793
1689	0.4950176865
1690	0.4949911304
1691	0.4949386023
1692	0.4948629068
1693	0.4948482049
1694	0.4948267789
1695	0.4948086941
1696	0.4947355655
1697	0.4947050515
1698	0.4946763141
1699	0.4946025777
1700	0.49456835
1701	0.494566097
1702	0.494519046
1703	0.4944672576
1704	0.4944215798
1705	0.4943766195
1706	0.4943035156
1707	0.4942374619
1708	0.4941803502
1709	0.4941443633
1710	0.4941271271
1711	0.4941107527
1712	0.4940983921
1713	0.4940922467
1714	0.4940524382
1715	0.493950794
1716	0.4938996905
1717	0.493877651
1718	0.4938192548
1719	0.49377697
1720	0.4937476291
1721	0.4936966682
1722	0.4936847418
1723	0.4935645169
1724	0.4935318633
1725	0.4934506206
1726	0.4934141019
1727	0.4933932984
1728	0.4933576811
1729	0.4932495946
1730	0.4932058969
1731	0.4931781966
1732	0.4931481033
1733	0.4931184456
1734	0.4930473675
1735	0.4929976015
1736	0.4929102774
1737	0.4928710343
1738	0.4928291287
1739	0.492806072
1740	0.4927551838
1741	0.4926628146
1742	0.4926189163
1743	0.49258487
1744	0.4925533789
1745	0.492487167
1746	0.4924208487
1747	0.4924095069
1748	0.4923418748
1749	0.4922779444
1750	0.4922387659
1751	0.4922136116
1752	0.4921895703
1753	0.4921796723
1754	0.4921081588
1755	0.492061367
1756	0.4919855147
1757	0.4919189357
1758	0.4918779131
1759	0.491842435
1760	0.4917905427
1761	0.4917739649
1762	0.4917010381
1763	0.4916108283
1764	0.4915153666
1765	0.491465847
1766	0.4913910968
1767	0.4913050774
1768	0.4912146571
1769	0.4911660112
1770	0.4911201664
1771	0.4911044662
1772	0.4910398339
1773	0.4909970548
1774	0.4909406537
1775	0.4909300889
1776	0.4908820999
1777	0.4907863383
1778	0.4906720286
1779	0.4906469774
1780	0.4906049909
1781	0.4905133258
1782	0.4904921402
1783	0.4904115059
1784	0.4903735413
1785	0.4903282847
1786	0.4902839774
1787	0.4902562464
1788	0.4902305127
1789	0.4902076974
1790	0.4901596815
1791	0.4901442824
1792	0.4901101706
1793	0.4900783763
1794	0.4900545145
1795	0.4899590784
1796	0.4899116352
1797	0.4898823001
1798	0.4897932607
1799	0.4897390925
1800	0.4896786586
1801	0.4896519009
1802	0.4896006618
1803	0.4895785063
1804	0.489529619
1805	0.4895145948
1806	0.4894470443
1807	0.4894336518
1808	0.4893703799
1809	0.489357522
1810	0.4893313324
1811	0.4893093296
1812	0.4892745996
1813	0.4892494061
1814	0.4891914418
1815	0.4891459302
1816	0.4891001098
1817	0.4889675021
1818	0.4888907713
1819	0.4888709557
1820	0.4888210238
1821	0.4887955013
1822	0.4887467027
1823	0.488688517
1824	0.4886785568
1825	0.4886671503
1826	0.4886060011
1827	0.4885627071
1828	0.4884668954
1829	0.4883898754
1830	0.4883285623
1831	0.4882829181
1832	0.4881860398
1833	0.4880993521
1834	0.4880735226
1835	0.4880408588
1836	0.4879982438
1837	0.487965924
1838	0.4878805403
1839	0.487820054
1840	0.487745671
1841	0.4877134662
1842	0.4876425903
1843	0.4875619154
1844	0.4874853153
1845	0.4874378691
1846	0.4873532561
1847	0.487285367
1848	0.4872281341
1849	0.4872085366
1850	0.4871407282
1851	0.48711552
1852	0.4870471227
1853	0.486986257
1854	0.4869296567
1855	0.4869178719
1856	0.4869047312
1857	0.4868065738
1858	0.4867898343
1859	0.4867277616
1860	0.4866742266
1861	0.4866588342
1862	0.4866214119
1863	0.4865694123
1864	0.4865424338
1865	0.4864756229
1866	0.4864495812
1867	0.4863510943
1868	0.4862775515
1869	0.4862549872
1870	0.4862469941
1871	0.4861698464
1872	0.4861530396
1873	0.4860995655
1874	0.486082559
1875	0.4860352891
1876	0.4860021389
1877	0.4859621707
1878	0.4859117928
1879	0.4858470854
1880	0.4858013673
1881	0.4857839965
1882	0.4857729884
1883	0.485751562
1884	0.4857070824
1885	0.4856220279
1886	0.4855699761
1887	0.4854818289
1888	0.485474054
1889	0.4854157045
1890	0.4853279117
1891	0.4853065506
1892	0.4853034208
1893	0.4852622445
1894	0.4851552004
1895	0.4851159665
1896	0.4850214099
1897	0.4849653793
1898	0.4849155199
1899	0.4848598934
1900	0.4847968075
1901	0.4847681913
1902	0.4847478235
1903	0.4847051848
1904	0.484680915
1905	0.4846405232
1906	0.4845961339
1907	0.484470465
1908	0.4844577004
1909	0.4844485087
1910	0.4844426009
1911	0.4843754457
1912	0.4843163832
1913	0.4842567175
1914	0.4841996418
1915	0.4841203118
1916	0.4840806521
1917	0.4840260153
1918	0.4839722753
1919	0.4839261189
1920	0.4837997737
1921	0.4837272166
1922	0.4836786346
1923	0.483638494
1924	0.4836124669
1925	0.4835843214
1926	0.483528728
1927	0.4834610599
1928	0.4834275689
1929	0.48332683
1930	0.48331788
1931	0.4832399272
1932	0.483220118
1933	0.4831712614
1934	0.4830333907
1935	0.4829767096
1936	0.4829736232
1937	0.4829291539
1938	0.4828866861
1939	0.4828660458
1940	0.4828614422
1941	0.4827807638
1942	0.4826832
1943	0.4826418749
1944	0.4825980329
1945	0.4825240812
1946	0.4824436865
1947	0.4824202096
1948	0.4823947938
1949	0.4823525344
1950	0.4822828525
1951	0.4822131452
1952	0.4821738929
1953	0.482107297
1954	0.4820302435
1955	0.4820059393
1956	0.4819717723
1957	0.4819171859
1958	0.4818899081
1959	0.4818289214
1960	0.4817229623
1961	0.4816963492
1962	0.481670766
1963	0.4816043398
1964	0.4815732603
1965	0.4814751254
1966	0.4814497507
1967	0.4813861886
1968	0.4813382698
1969	0.4813301685
1970	0.4812735148
1971	0.4812079412
1972	0.4811473737
1973	0.4811134757
1974	0.4810682764
1975	0.4810252992
1976	0.4809954843
1977	0.4809601561
1978	0.4808894033
1979	0.4808212488
1980	0.4807705316
1981	0.480677601
1982	0.4805930678
1983	0.4805770816
1984	0.4804999281
1985	0.4804880552
1986	0.480460068
1987	0.4803924652
1988	0.4802818268
1989	0.480221308
1990	0.4801254601
1991	0.4800732638
1992	0.4800155827
1993	0.4799038276
1994	0.4798575417
1995	0.4798246638
1996	0.4797726877
1997	0.4797368634
1998	0.479667532
1999	0.4796258005
